outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,monthly_age_adj_mb_irr,continuity_correction
case,SEP 2022,202236,12-17,vax with updated booster,,,7705,4574095.65,,168.4485981,,,,,,,,,1
case,SEP 2022,202236,18-29,vaccinated,16020,17390194,16037,8476862.45,92.12088146,189.1855636,2.05366645,,,,,,,,1
case,SEP 2022,202236,18-29,vax with updated booster,,,16037,8476862.45,,189.1855636,,,,,,,,,1
case,SEP 2022,202236,30-49,vaccinated,29439,31528909,21570,9665449.95,93.37145158,223.1660203,2.390088368,,,,,,,,1
case,SEP 2022,202236,30-49,vax with updated booster,,,21570,9665449.95,,223.1660203,,,,,,,,,1
case,SEP 2022,202236,5-11,vaccinated,2206,4412563,8125,9880741,49.99362049,82.2306748,1.64482336,,,,,,,,0
case,SEP 2022,202236,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202236,50-64,vaccinated,25231,25818246,12264,4740159.3,97.72546129,258.7254821,2.64747261,,,,,,,,1
case,SEP 2022,202236,50-64,vax with updated booster,,,12264,4740159.3,,258.7254821,,,,,,,,,1
case,SEP 2022,202236,65-79,vaccinated,20622,18967950.3,7710,1460399.95,108.7202343,527.9375694,4.855927446,,,,,,,,1
case,SEP 2022,202236,65-79,vax with updated booster,,,7710,1460399.95,,527.9375694,,,,,,,,,1
case,SEP 2022,202236,80+,vaccinated,8471,5485825.8,3091,679487.55,154.4161318,454.9016387,2.945946342,,,,,,,,1
case,SEP 2022,202236,80+,vax with updated booster,,,3091,679487.55,,454.9016387,,,,,,,,,1
case,SEP 2022,202236,all_ages,vaccinated,99783,99191125.1,60672,25022359.2,,,,98.6479147,271.6303815,2.753533942,90.38269829,235.0868792,2.601016386,,1
case,SEP 2022,202236,all_ages,vax with updated booster,,,60672,25022359.2,,,,,271.6303815,,54.46248751,235.0868792,4.316491773,1.6595404,1
case,SEP 2022,202237,0.5-4,vaccinated,183,152442,7136,6244789,120.0456567,114.2712748,0.9518984522,,,,,,,,0
case,SEP 2022,202237,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202237,12-17,vaccinated,5377,7596583,7121,4568653.65,70.78182388,155.8664882,2.202069396,,,,,,,,1
case,SEP 2022,202237,12-17,vax with updated booster,,,7121,4568653.65,,155.8664882,,,,,,,,,1
case,SEP 2022,202237,18-29,vaccinated,14244,17402752,14247,8462491.45,81.84912363,168.3546753,2.056890383,,,,,,,,1
case,SEP 2022,202237,18-29,vax with updated booster,,,14247,8462491.45,,168.3546753,,,,,,,,,1
case,SEP 2022,202237,30-49,vaccinated,27953,31539859,19473,9649753.95,88.62753635,201.7978914,2.276920918,,,,,,,,1
case,SEP 2022,202237,30-49,vax with updated booster,,,19473,9649753.95,,201.7978914,,,,,,,,,1
case,SEP 2022,202237,5-11,vaccinated,2753,4431118,8147,9868383,62.12879007,82.556585,1.328797566,,,,,,,,0
case,SEP 2022,202237,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202237,50-64,vaccinated,24570,25824786,11247,4734380.3,95.14115625,237.5601301,2.496922882,,,,,,,,1
case,SEP 2022,202237,50-64,vax with updated booster,,,11247,4734380.3,,237.5601301,,,,,,,,,1
case,SEP 2022,202237,65-79,vaccinated,20106,18972085.3,7169,1459497.95,105.9767531,491.1963049,4.634943895,,,,,,,,1
case,SEP 2022,202237,65-79,vax with updated booster,,,7169,1459497.95,,491.1963049,,,,,,,,,1
case,SEP 2022,202237,80+,vaccinated,8184,5487170.8,2939,678945.55,149.1478997,432.8771284,2.902334725,,,,,,,,1
case,SEP 2022,202237,80+,vax with updated booster,,,2939,678945.55,,432.8771284,,,,,,,,,1
case,SEP 2022,202237,all_ages,vaccinated,95057,99226653.1,55075,24985069.2,,,,93.37487572,248.4628255,2.660917335,90.38269829,235.0868792,2.601016386,,1
case,SEP 2022,202237,all_ages,vax with updated booster,,,55075,24985069.2,,,,,248.4628255,,54.46248751,235.0868792,4.316491773,1.6595404,1
case,SEP 2022,202238,0.5-4,vaccinated,155,163736,6025,6037505,94.66458201,99.79287802,1.054173334,,,,,,,,0
case,SEP 2022,202238,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202238,12-17,vaccinated,4934,7402781,5982,4461459.65,66.65062765,134.0816789,2.01170917,,,,,,,,1
case,SEP 2022,202238,12-17,vax with updated booster,1,10375,5982,4461459.65,9.638554217,134.0816789,13.91097418,,,,,,,,1
case,SEP 2022,202238,18-29,vaccinated,12240,16985515,11155,8303462.45,72.06140055,134.3415481,1.864265016,,,,,,,,1
case,SEP 2022,202238,18-29,vax with updated booster,19,35641,11155,8303462.45,53.30939087,134.3415481,2.520035324,,,,,,,,1
case,SEP 2022,202238,30-49,vaccinated,26390,30873804,17094,9462646.95,85.47699532,180.6471286,2.113400546,,,,,,,,1
case,SEP 2022,202238,30-49,vax with updated booster,67,129545,17094,9462646.95,51.71947972,180.6471286,3.492825712,,,,,,,,1
case,SEP 2022,202238,5-11,vaccinated,2313,4334427,6263,9626378,53.36345496,65.06081519,1.219201703,,,,,,,,0
case,SEP 2022,202238,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202238,50-64,vaccinated,23389,25399750,10185,4674101.3,92.0835835,217.9028512,2.366359376,,,,,,,,1
case,SEP 2022,202238,50-64,vax with updated booster,47,104134,10185,4674101.3,45.13415407,217.9028512,4.827892661,,,,,,,,1
case,SEP 2022,202238,65-79,vaccinated,19301,18657248.3,6617,1444135.4,103.4504107,458.1980332,4.429156249,,,,,,,,1
case,SEP 2022,202238,65-79,vax with updated booster,94,158545,6617,1444135.4,59.28916081,458.1980332,7.728192253,,,,,,,,1
case,SEP 2022,202238,80+,vaccinated,7973,5405486.8,2669,674122.5,147.498279,395.9221061,2.684248989,,,,,,,,1
case,SEP 2022,202238,80+,vax with updated booster,22,32154,2669,674122.5,68.42072526,395.9221061,5.786581546,,,,,,,,1
case,SEP 2022,202238,all_ages,vaccinated,89293,97321804.1,47720,24558468.6,,,,88.95683928,222.6437532,2.502828956,90.38269829,235.0868792,2.601016386,,1
case,SEP 2022,202238,all_ages,vax with updated booster,249,460019,47720,24558468.6,,,,52.43118243,222.6437532,4.246399621,54.46248751,235.0868792,4.316491773,1.6595404,1
case,SEP 2022,202239,0.5-4,vaccinated,145,190941,4844,6183081,75.93968818,78.3428197,1.031645265,,,,,,,,0
case,SEP 2022,202239,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202239,12-17,vaccinated,3183,7572523,3599,4556336.65,42.03354681,78.98889561,1.879187021,,,,,,,,1
case,SEP 2022,202239,12-17,vax with updated booster,6,54886,3599,4556336.65,10.93174944,78.98889561,7.225640874,,,,,,,,1
case,SEP 2022,202239,18-29,vaccinated,10575,17341511,9444,8435535.45,60.98084533,111.954956,1.835903641,,,,,,,,1
case,SEP 2022,202239,18-29,vax with updated booster,60,145198,9444,8435535.45,41.32288324,111.954956,2.709272616,,,,,,,,1
case,SEP 2022,202239,30-49,vaccinated,23380,31248378,14586,9614980.95,74.81988345,151.7007686,2.027546176,,,,,,,,1
case,SEP 2022,202239,30-49,vax with updated booster,296,521749,14586,9614980.95,56.73226015,151.7007686,2.673977173,,,,,,,,1
case,SEP 2022,202239,5-11,vaccinated,1571,4456183,3987,9844606,35.25438699,40.49933537,1.148774346,,,,,,,,0
case,SEP 2022,202239,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,SEP 2022,202239,50-64,vaccinated,21950,25514172,9078,4719484.3,86.03061859,192.3515245,2.235849604,,,,,,,,1
case,SEP 2022,202239,50-64,vax with updated booster,265,474781,9078,4719484.3,55.81520743,192.3515245,3.446220723,,,,,,,,1
case,SEP 2022,202239,65-79,vaccinated,18242,18559089.6,6235,1457052.95,98.2914593,427.9185599,4.353568081,,,,,,,,1
case,SEP 2022,202239,65-79,vax with updated booster,492,753830,6235,1457052.95,65.26670469,427.9185599,6.556460325,,,,,,,,1
case,SEP 2022,202239,80+,vaccinated,8120,5397629,2730,677376.55,150.4364231,403.0254664,2.679041804,,,,,,,,1
case,SEP 2022,202239,80+,vax with updated booster,126,179703,2730,677376.55,70.11569089,403.0254664,5.748006777,,,,,,,,1
case,SEP 2022,202239,all_ages,vaccinated,82267,98060779.6,42073,24904430.2,,,,80.43855857,197.2512532,2.452197761,90.38269829,235.0868792,2.601016386,,1
case,SEP 2022,202239,all_ages,vax with updated booster,1239,2075261,42073,24904430.2,,,,54.89346868,197.2512532,3.593346494,54.46248751,235.0868792,4.316491773,1.6595404,1
case,OCT 2022,202240,0.5-4,vaccinated,124,215862,4276,6156031,57.44410781,69.46033897,1.209181265,,,,,,,,0
case,OCT 2022,202240,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202240,12-17,vaccinated,2360,7538809,2764,4551494.65,31.30467956,60.72730416,1.939879437,,,,,,,,1
case,OCT 2022,202240,12-17,vax with updated booster,13,110147,2764,4551494.65,11.80240951,60.72730416,5.145331055,,,,,,,,1
case,OCT 2022,202240,18-29,vaccinated,9589,17271301,8503,8423280.45,55.51984764,100.9464193,1.818204184,,,,,,,,1
case,OCT 2022,202240,18-29,vax with updated booster,123,276228,8503,8423280.45,44.52843303,100.9464193,2.267010366,,,,,,,,1
case,OCT 2022,202240,30-49,vaccinated,20563,30972606,13376,9597421.95,66.39092623,139.3707609,2.099244111,,,,,,,,1
case,OCT 2022,202240,30-49,vax with updated booster,456,964831,13376,9597421.95,47.26216301,139.3707609,2.948886637,,,,,,,,1
case,OCT 2022,202240,5-11,vaccinated,1174,4465688,3157,9834908,26.2893422,32.0999444,1.221025013,,,,,,,,0
case,OCT 2022,202240,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202240,50-64,vaccinated,20347,25182133,8800,4711060.3,80.79935087,186.7944675,2.311831289,,,,,,,,1
case,OCT 2022,202240,50-64,vax with updated booster,542,935896,8800,4711060.3,57.91241762,186.7944675,3.225464851,,,,,,,,1
case,OCT 2022,202240,65-79,vaccinated,17323,18066465,5990,1455676.95,95.88483414,411.4923988,4.291527461,,,,,,,,1
case,OCT 2022,202240,65-79,vax with updated booster,934,1476827,5990,1455676.95,63.24369747,411.4923988,6.506457011,,,,,,,,1
case,OCT 2022,202240,80+,vaccinated,8050,5274042,2790,676674.45,152.6343552,412.3105283,2.701295706,,,,,,,,1
case,OCT 2022,202240,80+,vax with updated booster,295,386920,2790,676674.45,76.24315104,412.3105283,5.407836937,,,,,,,,1
case,OCT 2022,202240,all_ages,vaccinated,75872,96766547,39459,24864114.1,,,,74.52828398,187.0325449,2.509551205,72.82431731,184.1555059,2.528763918,,1
case,OCT 2022,202240,all_ages,vax with updated booster,2350,4040702,39459,24864114.1,,,,52.12935231,187.0325449,3.587854761,49.01650514,184.1555059,3.757010122,1.485710111,1
case,OCT 2022,202241,0.5-4,vaccinated,131,240466,3989,6130394,54.47755608,65.0692272,1.194422656,,,,,,,,0
case,OCT 2022,202241,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202241,12-17,vaccinated,1832,7499160,2233,4546499.65,24.42940276,49.1147074,2.010475159,,,,,,,,1
case,OCT 2022,202241,12-17,vax with updated booster,30,173135,2233,4546499.65,17.32751899,49.1147074,2.834491622,,,,,,,,1
case,OCT 2022,202241,18-29,vaccinated,8911,17189759,8078,8411464.45,51.83900484,96.0355958,1.852574063,,,,,,,,1
case,OCT 2022,202241,18-29,vax with updated booster,186,419517,8078,8411464.45,44.33670149,96.0355958,2.166051884,,,,,,,,1
case,OCT 2022,202241,30-49,vaccinated,19382,30671857,12750,9579827.95,63.19147876,133.0921606,2.106172592,,,,,,,,1
case,OCT 2022,202241,30-49,vax with updated booster,670,1434161,12750,9579827.95,46.71720957,133.0921606,2.848889345,,,,,,,,1
case,OCT 2022,202241,5-11,vaccinated,1018,4473185,2806,9825714,22.75783362,28.5577211,1.254852354,,,,,,,,0
case,OCT 2022,202241,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202241,50-64,vaccinated,19104,24789817,8493,4702135.3,77.06390088,180.6200685,2.343770124,,,,,,,,1
case,OCT 2022,202241,50-64,vax with updated booster,759,1463917,8493,4702135.3,51.84720172,180.6200685,3.483699457,,,,,,,,1
case,OCT 2022,202241,65-79,vaccinated,16324,17482301,6036,1454174.95,93.37443624,415.0807301,4.445335864,,,,,,,,1
case,OCT 2022,202241,65-79,vax with updated booster,1368,2295944,6036,1454174.95,59.58333479,415.0807301,6.966389707,,,,,,,,1
case,OCT 2022,202241,80+,vaccinated,7894,5120224,2902,676213.45,154.1729424,429.1544334,2.783591119,,,,,,,,1
case,OCT 2022,202241,80+,vax with updated booster,498,635893,2902,676213.45,78.31506244,429.1544334,5.479845384,,,,,,,,1
case,OCT 2022,202241,all_ages,vaccinated,71615,95253958,38259,24823816.1,,,,71.41593453,183.3457067,2.567294091,72.82431731,184.1555059,2.528763918,,1
case,OCT 2022,202241,all_ages,vax with updated booster,3481,6249432,38259,24823816.1,,,,50.27240945,183.3457067,3.647044347,49.01650514,184.1555059,3.757010122,1.485710111,1
case,OCT 2022,202242,0.5-4,vaccinated,166,262863,4142,6105020,63.15076675,67.84580558,1.074346506,,,,,,,,0
case,OCT 2022,202242,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202242,12-17,vaccinated,1997,7458439,2431,4541991.65,26.77503966,53.52277563,1.998980256,,,,,,,,1
case,OCT 2022,202242,12-17,vax with updated booster,33,236675,2431,4541991.65,13.94317102,53.52277563,3.838637249,,,,,,,,1
case,OCT 2022,202242,18-29,vaccinated,8712,17102022,7971,8399116.45,50.94134483,94.90283945,1.862982608,,,,,,,,1
case,OCT 2022,202242,18-29,vax with updated booster,199,571068,7971,8399116.45,34.84698845,94.90283945,2.723415815,,,,,,,,1
case,OCT 2022,202242,30-49,vaccinated,18815,30360016,12404,9560690.95,61.97295812,129.739577,2.093486917,,,,,,,,1
case,OCT 2022,202242,30-49,vax with updated booster,869,1916370,12404,9560690.95,45.34614923,129.739577,2.861093593,,,,,,,,1
case,OCT 2022,202242,5-11,vaccinated,1155,4477815,2810,9817257,25.79383025,28.6230665,1.10968655,,,,,,,,0
case,OCT 2022,202242,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202242,50-64,vaccinated,18338,24365872,8243,4692025.3,75.26100441,175.6810646,2.334290726,,,,,,,,1
case,OCT 2022,202242,50-64,vax with updated booster,1050,2035256,8243,4692025.3,51.59056158,175.6810646,3.405294675,,,,,,,,1
case,OCT 2022,202242,65-79,vaccinated,15205,16881916,5599,1452687.95,90.066791,385.423449,4.279306998,,,,,,,,1
case,OCT 2022,202242,65-79,vax with updated booster,1763,3142524,5599,1452687.95,56.10140129,385.423449,6.870121603,,,,,,,,1
case,OCT 2022,202242,80+,vaccinated,7845,4956620,2786,675720.45,158.2731781,412.3006785,2.604993995,,,,,,,,1
case,OCT 2022,202242,80+,vax with updated booster,704,899709,2786,675720.45,78.24752225,412.3006785,5.269185101,,,,,,,,1
case,OCT 2022,202242,all_ages,vaccinated,68915,93666446,37003,24780241.1,,,,70.12570974,176.2479651,2.513314528,72.82431731,184.1555059,2.528763918,,1
case,OCT 2022,202242,all_ages,vax with updated booster,4585,8564927,37003,24780241.1,,,,47.16892965,176.2479651,3.736526701,49.01650514,184.1555059,3.757010122,1.485710111,1
case,OCT 2022,202243,0.5-4,vaccinated,205,283687,4696,6079371,72.26274027,77.24483339,1.068944149,,,,,,,,0
case,OCT 2022,202243,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202243,12-17,vaccinated,2248,7413263,2986,4537377.65,30.3240287,65.80893702,2.170191094,,,,,,,,1
case,OCT 2022,202243,12-17,vax with updated booster,51,304674,2986,4537377.65,16.73920321,65.80893702,3.931425898,,,,,,,,1
case,OCT 2022,202243,18-29,vaccinated,9299,17008104,8793,8386899.45,54.67393661,104.842082,1.91758795,,,,,,,,1
case,OCT 2022,202243,18-29,vax with updated booster,258,733631,8793,8386899.45,35.16754336,104.842082,2.981217111,,,,,,,,1
case,OCT 2022,202243,30-49,vaccinated,20200,30042937,13431,9542276.95,67.23710135,140.7525695,2.093376524,,,,,,,,1
case,OCT 2022,202243,30-49,vax with updated booster,1153,2408048,13431,9542276.95,47.88110536,140.7525695,2.939626571,,,,,,,,1
case,OCT 2022,202243,5-11,vaccinated,1433,4481426,3521,9807867,31.97642893,35.89975272,1.122694244,,,,,,,,0
case,OCT 2022,202243,5-11,vax with updated booster,,,,,,,,,,,,,,,0
case,OCT 2022,202243,50-64,vaccinated,19524,23912851,8888,4682113.3,81.64647536,189.8288108,2.325009255,,,,,,,,1
case,OCT 2022,202243,50-64,vax with updated booster,1322,2647792,8888,4682113.3,49.92839317,189.8288108,3.802021231,,,,,,,,1
case,OCT 2022,202243,65-79,vaccinated,15543,16266648,5991,1451160.95,95.55133916,412.8418698,4.320628821,,,,,,,,1
case,OCT 2022,202243,65-79,vax with updated booster,2286,4007992,5991,1451160.95,57.03604199,412.8418698,7.238262955,,,,,,,,1
case,OCT 2022,202243,80+,vaccinated,7751,4783481,2900,675165.45,162.0368096,429.5243484,2.650782557,,,,,,,,1
case,OCT 2022,202243,80+,vax with updated booster,1057,1176650,2900,675165.45,89.83130073,429.5243484,4.781455294,,,,,,,,1
case,OCT 2022,202243,all_ages,vaccinated,72317,92014021,40003,24737616.1,,,,75.24618038,189.9978892,2.525017061,72.82431731,184.1555059,2.528763918,,1
case,OCT 2022,202243,all_ages,vax with updated booster,6076,10974113,40003,24737616.1,,,,48.58415782,189.9978892,3.910696362,49.01650514,184.1555059,3.757010122,1.485710111,1
case,NOV 2022,202244,0.5-4,vaccinated,199,303021,4974,6055639,65.67201613,82.13831769,1.250735435,,,,,,,,0
case,NOV 2022,202244,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,NOV 2022,202244,12-17,vaccinated,2655,7365841,3330,4532659.65,36.04476393,73.46680001,2.038210048,,,,,,,,1
case,NOV 2022,202244,12-17,vax with updated booster,70,376324,3330,4532659.65,18.60099276,73.46680001,3.949617149,,,,,,,,1
case,NOV 2022,202244,18-29,vaccinated,10988,16911009,10147,8375772.45,64.97542518,121.1470352,1.864505463,,,,,,,,1
case,NOV 2022,202244,18-29,vax with updated booster,384,901575,10147,8375772.45,42.59213044,121.1470352,2.844352559,,,,,,,,1
case,NOV 2022,202244,30-49,vaccinated,21387,29721327,14702,9524372.95,71.95842904,154.361868,2.14515339,,,,,,,,1
case,NOV 2022,202244,30-49,vax with updated booster,1354,2905877,14702,9524372.95,46.59522753,154.361868,3.312825715,,,,,,,,1
case,NOV 2022,202244,5-11,vaccinated,1520,4471153,3768,9798495,33.99570536,38.45488516,1.131168916,,,,,,,,0
case,NOV 2022,202244,5-11,vax with updated booster,4,25390,3768,9798495,15.75423395,38.45488516,2.440923836,,,,,,,,0
case,NOV 2022,202244,50-64,vaccinated,19519,23443067,9335,4672422.3,83.26129,199.7893041,2.399546105,,,,,,,,1
case,NOV 2022,202244,50-64,vax with updated booster,1612,3280680,9335,4672422.3,49.1361547,199.7893041,4.06603458,,,,,,,,1
case,NOV 2022,202244,65-79,vaccinated,14813,15670269,6377,1449654.95,94.52932812,439.897784,4.653558771,,,,,,,,1
case,NOV 2022,202244,65-79,vax with updated booster,2598,4849745,6377,1449654.95,53.56982687,439.897784,8.211670817,,,,,,,,1
case,NOV 2022,202244,80+,vaccinated,7297,4617025,2942,674637.45,158.0454947,436.0860785,2.759243972,,,,,,,,1
case,NOV 2022,202244,80+,vax with updated booster,1255,1444025,2942,674637.45,86.90985267,436.0860785,5.017682865,,,,,,,,1
case,NOV 2022,202244,all_ages,vaccinated,74004,90362697,43503,24696860.1,,,,79.43245591,204.8202603,2.578546237,88.25789505,227.6275862,2.579118684,,1
case,NOV 2022,202244,all_ages,vax with updated booster,7203,13381902,43503,24696860.1,,,,48.93050624,204.8202603,4.185941982,56.58535141,227.6275862,4.02272992,1.55973044,1
case,NOV 2022,202245,0.5-4,vaccinated,185,321276,4864,6031766,57.58288823,80.63973304,1.400411398,,,,,,,,0
case,NOV 2022,202245,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,NOV 2022,202245,12-17,vaccinated,2448,7314753,2969,4528139.65,33.46661193,65.56776578,1.959199393,,,,,,,,1
case,NOV 2022,202245,12-17,vax with updated booster,63,453514,2969,4528139.65,13.89152264,65.56776578,4.719984084,,,,,,,,1
case,NOV 2022,202245,18-29,vaccinated,10208,16815467,9584,8364706.45,60.70601548,114.5766448,1.887401832,,,,,,,,1
case,NOV 2022,202245,18-29,vax with updated booster,440,1063400,9584,8364706.45,41.37671619,114.5766448,2.769109184,,,,,,,,1
case,NOV 2022,202245,30-49,vaccinated,20326,29402200,14285,9507485.1,69.13088136,150.2500383,2.173414186,,,,,,,,1
case,NOV 2022,202245,30-49,vax with updated booster,1589,3394410,14285,9507485.1,46.81225898,150.2500383,3.20963016,,,,,,,,1
case,NOV 2022,202245,5-11,vaccinated,1401,4427870,3641,9789269,31.64049532,37.19378842,1.175512205,,,,,,,,0
case,NOV 2022,202245,5-11,vax with updated booster,15,96730,3641,9789269,15.50708157,37.19378842,2.398503436,,,,,,,,0
case,NOV 2022,202245,50-64,vaccinated,18367,22976355,8997,4663079.3,79.9387022,192.9411752,2.413614055,,,,,,,,1
case,NOV 2022,202245,50-64,vax with updated booster,1915,3907893,8997,4663079.3,49.00338878,192.9411752,3.937302704,,,,,,,,1
case,NOV 2022,202245,65-79,vaccinated,13865,15107782,6081,1448390,91.77389507,419.8454836,4.574781132,,,,,,,,1
case,NOV 2022,202245,65-79,vax with updated booster,3056,5642389,6081,1448390,54.16145537,419.8454836,7.751739327,,,,,,,,1
case,NOV 2022,202245,80+,vaccinated,6714,4459995,2760,674194.45,150.5382854,409.377443,2.719424112,,,,,,,,1
case,NOV 2022,202245,80+,vax with updated booster,1389,1695715,2760,674194.45,81.91234966,409.377443,4.997749969,,,,,,,,1
case,NOV 2022,202245,all_ages,vaccinated,69480,88761799,41707,24657855.3,,,,75.99258783,196.6119374,2.587251507,88.25789505,227.6275862,2.579118684,,1
case,NOV 2022,202245,all_ages,vax with updated booster,8389,15703807,41707,24657855.3,,,,48.58047269,196.6119374,4.047139241,56.58535141,227.6275862,4.02272992,1.55973044,1
case,NOV 2022,202246,0.5-4,vaccinated,206,336824,4859,6008558,61.15953733,80.86798863,1.322246573,,,,,,,,0
case,NOV 2022,202246,0.5-4,vax with updated booster,,,,,,,,,,,,,,,0
case,NOV 2022,202246,12-17,vaccinated,2461,7265730,2869,4523770.65,33.87133846,63.42054498,1.872395596,,,,,,,,1
